,SEARCHVAL,BLK_NO,ROAD_NAME,BUILDING,ADDRESS,POSTAL,X,Y,LATITUDE,LONGITUDE,LONGTITUDE,address
0,NORTH VIEW PRIMARY SCHOOL,210,YISHUN AVENUE 6,NORTH VIEW PRIMARY SCHOOL,210 YISHUN AVENUE 6 NORTH VIEW PRIMARY SCHOOL SINGAPORE 768960,768960,29655.0564113865,45473.7925722394,1.42752327193727,103.848190787869,103.848190787869,North View Primary School
0,SOUTH VIEW PRIMARY SCHOOL,6,CHOA CHU KANG CENTRAL,SOUTH VIEW PRIMARY SCHOOL,6 CHOA CHU KANG CENTRAL SOUTH VIEW PRIMARY SCHOOL SINGAPORE 689762,689762,18313.2418920035,40403.3706761971,1.38166664389749,103.746275846011,103.746275846011,South View Primary School
0,PRINCESS ELIZABETH PRIMARY SCHOOL,30,BUKIT BATOK WEST AVENUE 3,PRINCESS ELIZABETH PRIMARY SCHOOL,30 BUKIT BATOK WEST AVENUE 3 PRINCESS ELIZABETH PRIMARY SCHOOL SINGAPORE 659163,659163,17728.1546840398,36813.7803722396,1.349203512653,103.74101964471,103.74101964471,Princess Elizabeth Primary School
0,TAMPINES NORTH PRIMARY SCHOOL,30,TAMPINES AVENUE 9,TAMPINES NORTH PRIMARY SCHOOL,30 TAMPINES AVENUE 9 TAMPINES NORTH PRIMARY SCHOOL SINGAPORE 529565,529565,40843.482626386,38060.3925251346,1.36047641484682,103.948725782833,103.948725782833,Tampines North Primary School
0,MERIDIAN PRIMARY SCHOOL,20,PASIR RIS STREET 71,MERIDIAN PRIMARY SCHOOL,20 PASIR RIS STREET 71 MERIDIAN PRIMARY SCHOOL SINGAPORE 518798,518798,39303.5458344575,39724.6885971073,1.37552831658484,103.934889078518,103.934889078518,Meridian Primary School
0,KEMING PRIMARY SCHOOL,90,BUKIT BATOK EAST AVENUE 6,KEMING PRIMARY SCHOOL,90 BUKIT BATOK EAST AVENUE 6 KEMING PRIMARY SCHOOL SINGAPORE 659762,659762,19445.3031655131,36407.3561431039,1.34552849960874,103.756449399351,103.756449399351,Keming Primary School
0,PEI CHUN PUBLIC SCHOOL,16,LORONG 7 TOA PAYOH,PEI CHUN PUBLIC SCHOOL,16 LORONG 7 TOA PAYOH PEI CHUN PUBLIC SCHOOL SINGAPORE 319320,319320,30478.0803604238,35505.5040733535,1.33737358725951,103.855585578061,103.855585578061,Pei Chun Public School
0,DAZHONG PRIMARY SCHOOL,35,BUKIT BATOK STREET 31,DAZHONG PRIMARY SCHOOL,35 BUKIT BATOK STREET 31 DAZHONG PRIMARY SCHOOL SINGAPORE 659441,659441,18557.5702323942,37916.8722190689,1.3591797447277,103.74847210784,103.74847210784,Dazhong Primary School
0,CHONGFU SCHOOL,170,YISHUN AVENUE 6,CHONGFU SCHOOL,170 YISHUN AVENUE 6 CHONGFU SCHOOL SINGAPORE 768959,768959,28666.6613053558,46675.9986570273,1.43839562897006,103.839309173817,103.839309173817,Chongfu School
0,ANDERSON PRIMARY SCHOOL,19,ANG MO KIO AVENUE 9,ANDERSON PRIMARY SCHOOL,19 ANG MO KIO AVENUE 9 ANDERSON PRIMARY SCHOOL SINGAPORE 569785,569785,28898.4776482461,40690.4297215287,1.38426429436736,103.841392081119,103.841392081119,Anderson Primary School
0,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,7,PEI WAH AVENUE,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,7 PEI WAH AVENUE PEI HWA PRESBYTERIAN PRIMARY SCHOOL SINGAPORE 597610,597610,21632.898745548,35581.0631004851,1.33805634613048,103.776106448614,103.776106448614,Pei Hwa Presbyterian Primary School
0,PUNGGOL PRIMARY SCHOOL,61,HOUGANG AVENUE 8,PUNGGOL PRIMARY SCHOOL,61 HOUGANG AVENUE 8 PUNGGOL PRIMARY SCHOOL SINGAPORE 538787,538787,34809.5016854042,39975.1199013237,1.37779451191095,103.894506933668,103.894506933668,Punggol Primary School
0,ZHONGHUA PRIMARY SCHOOL,12,SERANGOON AVENUE 4,ZHONGHUA PRIMARY SCHOOL,12 SERANGOON AVENUE 4 ZHONGHUA PRIMARY SCHOOL SINGAPORE 556095,556095,32055.7766133798,38029.9161160812,1.36020329705047,103.869762438084,103.869762438084,Zhonghua Primary School
0,PALM VIEW PRIMARY SCHOOL,150,COMPASSVALE BOW,PALM VIEW PRIMARY SCHOOL,150 COMPASSVALE BOW PALM VIEW PRIMARY SCHOOL SINGAPORE 544822,544822,34458.6783197625,40635.7654705234,1.38376923022123,103.891354675017,103.891354675017,Palm View Primary School
0,WOODLANDS PRIMARY SCHOOL,10,WOODLANDS DRIVE 50,WOODLANDS PRIMARY SCHOOL,10 WOODLANDS DRIVE 50 WOODLANDS PRIMARY SCHOOL SINGAPORE 738853,738853,23354.0808293354,46472.0799515136,1.43655108594232,103.791570546509,103.791570546509,Woodlands Primary School
0,VALOUR PRIMARY SCHOOL,49,PUNGGOL CENTRAL,VALOUR PRIMARY SCHOOL,49 PUNGGOL CENTRAL VALOUR PRIMARY SCHOOL SINGAPORE 828728,828728,35318.1306347065,43186.3631934691,1.40683570215319,103.899078139493,103.899078139493,Valour Primary School
0,GREENWOOD PRIMARY SCHOOL,11,WOODLANDS DRIVE 62,GREENWOOD PRIMARY SCHOOL,11 WOODLANDS DRIVE 62 GREENWOOD PRIMARY SCHOOL SINGAPORE 737942,737942,24818.0410170276,46842.3174743224,1.43989958331782,103.804725587384,103.804725587384,Greenwood Primary School
0,WEST VIEW PRIMARY SCHOOL,31,SENJA ROAD,WEST VIEW PRIMARY SCHOOL,31 SENJA ROAD WEST VIEW PRIMARY SCHOOL SINGAPORE 677742,677742,19867.3321747258,40625.4829824362,1.3836758200336,103.760240434318,103.760240434318,West View Primary School
0,TAO NAN SCHOOL,49,MARINE CRESCENT,TAO NAN SCHOOL,49 MARINE CRESCENT TAO NAN SCHOOL SINGAPORE 449761,449761,36706.7907984024,31957.4686842412,1.30528528687321,103.911553152326,103.911553152326,Tao Nan School
0,EAST SPRING PRIMARY SCHOOL,31,TAMPINES STREET 33,EAST SPRING PRIMARY SCHOOL,31 TAMPINES STREET 33 EAST SPRING PRIMARY SCHOOL SINGAPORE 529258,529258,42284.8340225685,37198.8184850682,1.35268400746357,103.961676849165,103.961676849165,East Spring Primary School
0,CANTONMENT PRIMARY SCHOOL,1,CANTONMENT CLOSE,CANTONMENT PRIMARY SCHOOL,1 CANTONMENT CLOSE CANTONMENT PRIMARY SCHOOL SINGAPORE 088256,088256,28739.4305021614,28660.7930697445,1.27547252623201,103.839962631748,103.839962631748,Cantonment Primary School
0,CHIJ OUR LADY OF GOOD COUNSEL,2C,BURGHLEY DRIVE,CHIJ OUR LADY OF GOOD COUNSEL,2C BURGHLEY DRIVE CHIJ OUR LADY OF GOOD COUNSEL SINGAPORE 558979,558979,31415.5340866428,37723.1973494291,1.35742952269615,103.864009397373,103.864009397373,CHIJ Our Lady of Good Counsel
0,GREENDALE PRIMARY SCHOOL,50,EDGEDALE PLAINS,GREENDALE PRIMARY SCHOOL,50 EDGEDALE PLAINS GREENDALE PRIMARY SCHOOL SINGAPORE 828848,828848,36793.4333255449,42041.5424514245,1.39648195114256,103.91233462071,103.91233462071,Greendale Primary School
0,CHANGKAT PRIMARY SCHOOL,11,SIMEI STREET 3,CHANGKAT PRIMARY SCHOOL,11 SIMEI STREET 3 CHANGKAT PRIMARY SCHOOL SINGAPORE 529896,529896,41216.8906296864,35821.8419446945,1.34023163951633,103.952080114035,103.952080114035,Changkat Primary School
0,NAN CHIAU PRIMARY SCHOOL,50,ANCHORVALE LINK,NAN CHIAU PRIMARY SCHOOL,50 ANCHORVALE LINK NAN CHIAU PRIMARY SCHOOL SINGAPORE 545080,545080,34439.3196740765,41569.2687405795,1.39221149906592,103.891180928186,103.891180928186,Nan Chiau Primary School
0,RIVERSIDE PRIMARY SCHOOL,110,WOODLANDS CRESCENT,RIVERSIDE PRIMARY SCHOOL,110 WOODLANDS CRESCENT RIVERSIDE PRIMARY SCHOOL SINGAPORE 737803,737803,24496.0361921666,47632.6851746552,1.44704734253719,103.801831963297,103.801831963297,Riverside Primary School
0,BOON LAY GARDEN PRIMARY SCHOOL,20,BOON LAY DRIVE,BOON LAY GARDEN PRIMARY SCHOOL,20 BOON LAY DRIVE BOON LAY GARDEN PRIMARY SCHOOL SINGAPORE 649930,649930,14641.1027754331,36147.7026988044,1.34317853793318,103.713280889452,103.713280889452,Boon Lay Garden Primary School
0,PASIR RIS PRIMARY SCHOOL,5,PASIR RIS STREET 21,PASIR RIS PRIMARY SCHOOL,5 PASIR RIS STREET 21 PASIR RIS PRIMARY SCHOOL SINGAPORE 518968,518968,42410.5136828674,39380.9927665386,1.37241870245531,103.962807212116,103.962807212116,Pasir Ris Primary School
0,QIFA PRIMARY SCHOOL,50,WEST COAST AVENUE,QIFA PRIMARY SCHOOL,50 WEST COAST AVENUE QIFA PRIMARY SCHOOL SINGAPORE 128104,128104,19477.8961843997,32838.2868056744,1.31325113867272,103.756743261958,103.756743261958,Qifa Primary School
0,FENGSHAN PRIMARY SCHOOL,307,BEDOK NORTH ROAD,FENGSHAN PRIMARY SCHOOL,307 BEDOK NORTH ROAD FENGSHAN PRIMARY SCHOOL SINGAPORE 469680,469680,38949.9907227494,34668.9245775398,1.32980598760785,103.931710293058,103.931710293058,Fengshan Primary School
0,ANGLO-CHINESE SCHOOL (PRIMARY),50,BARKER ROAD,ANGLO-CHINESE SCHOOL (PRIMARY),50 BARKER ROAD ANGLO-CHINESE SCHOOL (PRIMARY) SINGAPORE 309918,309918,28254.9829477305,33404.2340238672,1.31837054523521,103.835609732354,103.835609732354,Anglo-Chinese School (Primary)
0,XISHAN PRIMARY SCHOOL,8,YISHUN STREET 21,XISHAN PRIMARY SCHOOL,8 YISHUN STREET 21 XISHAN PRIMARY SCHOOL SINGAPORE 768611,768611,28493.7422212623,46131.5536631271,1.43347186925064,103.837755319448,103.837755319448,Xishan Primary School
0,MARYMOUNT CONVENT SCHOOL,20,MARYMOUNT ROAD,MARYMOUNT CONVENT SCHOOL,20 MARYMOUNT ROAD MARYMOUNT CONVENT SCHOOL SINGAPORE 297754,297754,28745.9144793656,35836.4646800403,1.34036676987375,103.840021064426,103.840021064426,Marymount Convent School
0,RADIN MAS PRIMARY SCHOOL,1,BUKIT PURMEI AVENUE,RADIN MAS PRIMARY SCHOOL,1 BUKIT PURMEI AVENUE RADIN MAS PRIMARY SCHOOL SINGAPORE 099840,099840,26983.8685896052,28603.9263991714,1.27495823622634,103.824188270373,103.824188270373,Radin Mas Primary School
0,CHIJ PRIMARY (TOA PAYOH),628,LORONG 1 TOA PAYOH,CHIJ PRIMARY (TOA PAYOH),628 LORONG 1 TOA PAYOH CHIJ PRIMARY (TOA PAYOH) SINGAPORE 319765,319765,28949.1537291808,34994.5345916729,1.33275264711587,103.841847263786,103.841847263786,CHIJ Primary (Toa Payoh)
0,NORTH SPRING PRIMARY SCHOOL,1,RIVERVALE STREET,NORTH SPRING PRIMARY SCHOOL,1 RIVERVALE STREET NORTH SPRING PRIMARY SCHOOL SINGAPORE 545088,545088,35777.2005732814,40999.8398870248,1.38706146494859,103.903202683028,103.903202683028,North Spring Primary School
0,PEIYING PRIMARY SCHOOL,651,YISHUN RING ROAD,PEIYING PRIMARY SCHOOL,651 YISHUN RING ROAD PEIYING PRIMARY SCHOOL SINGAPORE 768687,768687,27677.1059972411,44335.9849220216,1.41723339695904,103.830417090698,103.830417090698,Peiying Primary School
0,RULANG PRIMARY SCHOOL,6,JURONG WEST STREET 52,RULANG PRIMARY SCHOOL,6 JURONG WEST STREET 52 RULANG PRIMARY SCHOOL SINGAPORE 649295,649295,15217.2735802168,36541.3390983045,1.34673868889096,103.718457955487,103.718457955487,Rulang Primary School
0,HOUGANG PRIMARY SCHOOL,1,HOUGANG STREET 93,HOUGANG PRIMARY SCHOOL,1 HOUGANG STREET 93 HOUGANG PRIMARY SCHOOL SINGAPORE 534238,534238,33284.6782123018,39929.5216681417,1.37738245231461,103.880805274557,103.880805274557,Hougang Primary School
0,MONTFORT JUNIOR SCHOOL,52,HOUGANG AVENUE 8,MONTFORT JUNIOR SCHOOL,52 HOUGANG AVENUE 8 MONTFORT JUNIOR SCHOOL SINGAPORE 538786,538786,34230.9110763939,39536.1151842475,1.37382444075979,103.889307782925,103.889307782925,Montfort Junior School
0,INNOVA PRIMARY SCHOOL,80,WOODLANDS DRIVE 17,INNOVA PRIMARY SCHOOL,80 WOODLANDS DRIVE 17 INNOVA PRIMARY SCHOOL SINGAPORE 737888,737888,23246.8971469188,45633.4723797198,1.42896700684852,103.790607539185,103.790607539185,Innova Primary School
0,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),298,LORONG AH SOO,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),298 LORONG AH SOO PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY) SINGAPORE 536741,536741,33748.3760953182,36843.4187818952,1.34947276268396,103.884971343143,103.884971343143,Methodist Girls' School (Primary)
0,RIVERVALE PRIMARY SCHOOL,80,RIVERVALE DRIVE,RIVERVALE PRIMARY SCHOOL,80 RIVERVALE DRIVE RIVERVALE PRIMARY SCHOOL SINGAPORE 545092,545092,35928.1770641869,41701.8312798403,1.39340997767762,103.904559511997,103.904559511997,Rivervale Primary School
0,ANGSANA PRIMARY SCHOOL,3,TAMPINES STREET 22,ANGSANA PRIMARY SCHOOL,3 TAMPINES STREET 22 ANGSANA PRIMARY SCHOOL SINGAPORE 529366,529366,41186.5743079996,36741.9621954821,1.34855287558648,103.951808105552,103.951808105552,Angsana Primary School
1,ANGSANA PRIMARY SCHOOL (U/C),51,TAMPINES STREET 61,ANGSANA PRIMARY SCHOOL (U/C),51 TAMPINES STREET 61 ANGSANA PRIMARY SCHOOL (U/C) SINGAPORE 528565,528565,39754.5222957945,38406.3864220977,1.36360590588314,103.9389409004,103.9389409004,Angsana Primary School
0,GUANGYANG PRIMARY SCHOOL,6,BISHAN STREET 12,GUANGYANG PRIMARY SCHOOL,6 BISHAN STREET 12 GUANGYANG PRIMARY SCHOOL SINGAPORE 579806,579806,29795.6102129035,36425.0979033671,1.34569011530238,103.849453239895,103.849453239895,Guangyang Primary School
0,NAN HUA PRIMARY SCHOOL,30,JALAN LEMPENG,NAN HUA PRIMARY SCHOOL,30 JALAN LEMPENG NAN HUA PRIMARY SCHOOL SINGAPORE 128806,128806,19962.2298404071,33496.2443055101,1.31920159956387,103.761095065761,103.761095065761,Nan Hua Primary School
0,KONG HWA SCHOOL,350,GUILLEMARD ROAD,KONG HWA SCHOOL,350 GUILLEMARD ROAD KONG HWA SCHOOL SINGAPORE 399772,399772,34124.7036575247,32588.943696009,1.31099674009193,103.888352029067,103.888352029067,Kong Hwa School
0,NGEE ANN PRIMARY SCHOOL,344,MARINE TERRACE,NGEE ANN PRIMARY SCHOOL,344 MARINE TERRACE NGEE ANN PRIMARY SCHOOL SINGAPORE 449149,449149,37364.5041869488,31984.0027186833,1.30552505910497,103.917463017497,103.917463017497,Ngee Ann Primary School
0,PUNGGOL GREEN PRIMARY SCHOOL,98,PUNGGOL WALK,PUNGGOL GREEN PRIMARY SCHOOL,98 PUNGGOL WALK PUNGGOL GREEN PRIMARY SCHOOL SINGAPORE 828772,828772,35287.340952022,42637.5237120874,1.40187220643293,103.898801330302,103.898801330302,Punggol Green Primary School
0,WELLINGTON PRIMARY SCHOOL,10,WELLINGTON CIRCLE,WELLINGTON PRIMARY SCHOOL,10 WELLINGTON CIRCLE WELLINGTON PRIMARY SCHOOL SINGAPORE 757702,757702,26774.2225156762,48171.4790451899,1.45192019155475,103.822303719094,103.822303719094,Wellington Primary School
0,NORTHLAND PRIMARY SCHOOL,15,YISHUN AVENUE 4,NORTHLAND PRIMARY SCHOOL,15 YISHUN AVENUE 4 NORTHLAND PRIMARY SCHOOL SINGAPORE 769026,769026,28846.8654693784,44749.1496797893,1.42096989918951,103.840928424929,103.840928424929,Northland Primary School
0,CEDAR PRIMARY SCHOOL,15,CEDAR AVENUE,CEDAR PRIMARY SCHOOL,15 CEDAR AVENUE CEDAR PRIMARY SCHOOL SINGAPORE 349700,349700,32707.8191135684,35308.1476785857,1.3355885014312,103.87562104944,103.87562104944,Cedar Primary School
0,FUHUA PRIMARY SCHOOL,65,JURONG EAST STREET 13,FUHUA PRIMARY SCHOOL,65 JURONG EAST STREET 13 FUHUA PRIMARY SCHOOL SINGAPORE 609647,609647,17181.0134181511,35409.5467255618,1.33650394789627,103.736103745748,103.736103745748,Fuhua Primary School
0,CORPORATION PRIMARY SCHOOL,31,JURONG WEST STREET 24,CORPORATION PRIMARY SCHOOL,31 JURONG WEST STREET 24 CORPORATION PRIMARY SCHOOL SINGAPORE 648347,648347,14008.2263862854,37012.3505131546,1.35099779872539,103.707593724342,103.707593724342,Corporation Primary School
0,NEW TOWN PRIMARY SCHOOL,300,TANGLIN HALT ROAD,NEW TOWN PRIMARY SCHOOL,300 TANGLIN HALT ROAD NEW TOWN PRIMARY SCHOOL SINGAPORE 148812,148812,24303.3274160307,31333.3311160132,1.2996418106417,103.800102318609,103.800102318609,New Town Primary School
0,BEACON PRIMARY SCHOOL,36,BUKIT PANJANG RING ROAD,BEACON PRIMARY SCHOOL,36 BUKIT PANJANG RING ROAD BEACON PRIMARY SCHOOL SINGAPORE 679944,679944,21357.64699852,40655.688190354,1.38394936211823,103.773632022975,103.773632022975,Beacon Primary School
0,YANGZHENG PRIMARY SCHOOL,15,SERANGOON AVENUE 3,YANGZHENG PRIMARY SCHOOL,15 SERANGOON AVENUE 3 YANGZHENG PRIMARY SCHOOL SINGAPORE 556108,556108,31925.931594234,36751.9403087255,1.34864575840923,103.868595527042,103.868595527042,Yangzheng Primary School
0,CHUA CHU KANG PRIMARY SCHOOL,20,CHOA CHU KANG AVENUE 2,CHUA CHU KANG PRIMARY SCHOOL,20 CHOA CHU KANG AVENUE 2 CHUA CHU KANG PRIMARY SCHOOL SINGAPORE 689905,689905,17818.7829598142,39971.2903354876,1.37775890093367,103.741832917421,103.741832917421,Chua Chu Kang Primary School
0,EVERGREEN PRIMARY SCHOOL,31,WOODLANDS CIRCLE,EVERGREEN PRIMARY SCHOOL,31 WOODLANDS CIRCLE EVERGREEN PRIMARY SCHOOL SINGAPORE 738908,738908,23688.7552570887,47312.692020528,1.44415332824735,103.794577787757,103.794577787757,Evergreen Primary School
0,PUNGGOL COVE PRIMARY SCHOOL,52,SUMANG WALK,PUNGGOL COVE PRIMARY SCHOOL,52 SUMANG WALK PUNGGOL COVE PRIMARY SCHOOL SINGAPORE 828674,828674,35287.6769569088,43713.0551068783,1.41159891873961,103.898804620697,103.898804620697,Punggol Cove Primary School
0,NORTHOAKS PRIMARY SCHOOL,61,SEMBAWANG DRIVE,NORTHOAKS PRIMARY SCHOOL,61 SEMBAWANG DRIVE NORTHOAKS PRIMARY SCHOOL SINGAPORE 757622,757622,25872.0767556792,48689.8195981402,1.45660782030102,103.814196981329,103.814196981329,Northoaks Primary School
0,RAFFLES GIRLS' PRIMARY SCHOOL,21,HILLCREST ROAD,RAFFLES GIRLS' PRIMARY SCHOOL,21 HILLCREST ROAD RAFFLES GIRLS' PRIMARY SCHOOL SINGAPORE 289072,289072,25009.0146507286,34624.3017604016,1.3294042600012,103.806442915912,103.806442915912,Raffles Girls' Primary School
0,JING SHAN PRIMARY SCHOOL,5,ANG MO KIO STREET 52,JING SHAN PRIMARY SCHOOL,5 ANG MO KIO STREET 52 JING SHAN PRIMARY SCHOOL SINGAPORE 569228,569228,30093.7277568905,39360.0670565329,1.37223290983498,103.852132214306,103.852132214306,Jing Shan Primary School
0,BUKIT PANJANG PRIMARY SCHOOL,109,CASHEW ROAD,BUKIT PANJANG PRIMARY SCHOOL,109 CASHEW ROAD BUKIT PANJANG PRIMARY SCHOOL SINGAPORE 679676,679676,20883.8530479269,39513.7297099214,1.37362179302436,103.769374904025,103.769374904025,Bukit Panjang Primary School
0,BUKIT VIEW PRIMARY SCHOOL,18,BUKIT BATOK STREET 21,BUKIT VIEW PRIMARY SCHOOL,18 BUKIT BATOK STREET 21 BUKIT VIEW PRIMARY SCHOOL SINGAPORE 659634,659634,19135.5884738322,36444.0823157039,1.34586054788695,103.75366641455,103.75366641455,Bukit View Primary School
0,TOWNSVILLE PRIMARY SCHOOL,3,ANG MO KIO AVENUE 10,TOWNSVILLE PRIMARY SCHOOL,3 ANG MO KIO AVENUE 10 TOWNSVILLE PRIMARY SCHOOL SINGAPORE 569730,569730,30282.242298523,38011.0245356523,1.36003263746623,103.853826048327,103.853826048327,Townsville Primary School
