,SEARCHVAL,BLK_NO,ROAD_NAME,BUILDING,ADDRESS,POSTAL,X,Y,LATITUDE,LONGITUDE,LONGTITUDE,address
0,ABC BRICKWORKS MARKET & FOOD CENTRE,6,JALAN BUKIT MERAH,ABC BRICKWORKS MARKET & FOOD CENTRE,6 JALAN BUKIT MERAH ABC BRICKWORKS MARKET & FOOD CENTRE SINGAPORE 150006,150006,25196.8643863667,29922.5141526069,1.28688297261475,103.808131274161,103.808131274161,ABC Brickworks Market & Food Centre
0,GOLDEN MILE FOOD CENTRE,505,BEACH ROAD,GOLDEN MILE FOOD CENTRE,505 BEACH ROAD GOLDEN MILE FOOD CENTRE SINGAPORE 199583,199583,31400.9425575882,31720.3330156244,1.30314175320333,103.863877615334,103.863877615334,Golden Mile Food Centre
0,MARKET & HAWKER CENTRE (BLK 320 SHUNFU ROAD),320,SHUNFU ROAD,MARKET & HAWKER CENTRE (BLK 320 SHUNFU ROAD),320 SHUNFU ROAD MARKET & HAWKER CENTRE (BLK 320 SHUNFU ROAD) SINGAPORE 570320,570320,28413.2464859849,37123.6313303821,1.35200745401591,103.837031862103,103.837031862103,Blk 320 Shunfu Road
0,HONG LIM FOOD CENTRE AND MARKET,531A,UPPER CROSS STREET,HONG LIM FOOD CENTRE AND MARKET,531A UPPER CROSS STREET HONG LIM FOOD CENTRE AND MARKET SINGAPORE 051531,051531,29386.4890156155,29750.0976683833,1.28532379322674,103.845776735598,103.845776735598,Hong Lim Market & Food Centre
0,TANGLIN HALT MARKET,48A,TANGLIN HALT ROAD,TANGLIN HALT MARKET,48A TANGLIN HALT ROAD TANGLIN HALT MARKET SINGAPORE 148813,148813,24040.1990861287,31433.1024718955,1.30054407507427,103.797737980247,103.797737980247,Tanglin Halt Market
0,PCF SPARKLETOTS PRESCHOOL @ MOUNTBATTEN BLK 51 (KN),51,OLD AIRPORT ROAD,PCF SPARKLETOTS PRESCHOOL @ MOUNTBATTEN BLK 51 (KN),51 OLD AIRPORT ROAD PCF SPARKLETOTS PRESCHOOL @ MOUNTBATTEN BLK 51 (KN) SINGAPORE 390051,390051,33833.0903097549,32269.7166850865,1.30810982136012,103.885731681696,103.885731681696,Blk 51 Old Airport Road
0,PEOPLE'S PARK FOOD CENTRE,32,NEW MARKET ROAD,PEOPLE'S PARK FOOD CENTRE,32 NEW MARKET ROAD PEOPLE'S PARK FOOD CENTRE SINGAPORE 050032,050032,29029.3480861438,29712.0183655731,1.28497943108466,103.84256768083,103.84256768083,People's Park Food Centre
0,PEK KIO MARKET & FOOD CENTRE,41A,CAMBRIDGE ROAD,PEK KIO MARKET & FOOD CENTRE,41A CAMBRIDGE ROAD PEK KIO MARKET & FOOD CENTRE SINGAPORE 211041,211041,29882.4041102333,33156.6338657755,1.31613128029458,103.850232935162,103.850232935162,Pek Kio Market & Food Centre
0,ALBERT CENTRE MARKET & FOOD CENTRE,270,QUEEN STREET,ALBERT CENTRE MARKET & FOOD CENTRE,270 QUEEN STREET ALBERT CENTRE MARKET & FOOD CENTRE SINGAPORE 180270,180270,30325.2105163326,31483.6634436883,1.30100149635856,103.854211650138,103.854211650138,Market Street Food Centre
1,HONG LIM FOOD CENTRE AND MARKET,531A,UPPER CROSS STREET,HONG LIM FOOD CENTRE AND MARKET,531A UPPER CROSS STREET HONG LIM FOOD CENTRE AND MARKET SINGAPORE 051531,051531,29386.4890156155,29750.0976683833,1.28532379322674,103.845776735598,103.845776735598,Market Street Food Centre
2,TAMPINES ROUND MARKET AND FOOD CENTRE,137,TAMPINES STREET 11,TAMPINES ROUND MARKET AND FOOD CENTRE,137 TAMPINES STREET 11 TAMPINES ROUND MARKET AND FOOD CENTRE SINGAPORE 521137,521137,40387.6812971048,36390.3618204296,1.34537347373749,103.944629422828,103.944629422828,Market Street Food Centre
3,KOVAN HOUGANG MARKET AND FOOD CENTRE,209,HOUGANG STREET 21,KOVAN HOUGANG MARKET AND FOOD CENTRE,209 HOUGANG STREET 21 KOVAN HOUGANG MARKET AND FOOD CENTRE SINGAPORE 530209,530209,33868.9928905163,37906.1657976005,1.35908384091048,103.886055368064,103.886055368064,Market Street Food Centre
4,YUHUA VILLAGE MARKET AND FOOD CENTRE,254,JURONG EAST STREET 24,YUHUA VILLAGE MARKET AND FOOD CENTRE,254 JURONG EAST STREET 24 YUHUA VILLAGE MARKET AND FOOD CENTRE SINGAPORE 600254,600254,17362.9648318021,36181.8218899667,1.34348818520494,103.73773841183,103.73773841183,Market Street Food Centre
5,KAKI BUKIT 511 MARKET AND FOOD CENTRE,511,BEDOK NORTH STREET 3,KAKI BUKIT 511 MARKET AND FOOD CENTRE,511 BEDOK NORTH STREET 3 KAKI BUKIT 511 MARKET AND FOOD CENTRE SINGAPORE 460511,460511,38824.3551326348,35046.416730687,1.33321993297265,103.930581522776,103.930581522776,Market Street Food Centre
0,ADAM ROAD FOOD CENTRE,2,ADAM ROAD,ADAM ROAD FOOD CENTRE,2 ADAM ROAD ADAM ROAD FOOD CENTRE SINGAPORE 289876,289876,25870.3018411137,34035.8644314632,1.3240827139625,103.814182099841,103.814182099841,Adam Road Food Centre
0,EAST COAST LAGOON FOOD VILLAGE,1220,EAST COAST PARKWAY,EAST COAST LAGOON FOOD VILLAGE,1220 EAST COAST PARKWAY EAST COAST LAGOON FOOD VILLAGE SINGAPORE 468960,468960,39293.9161662422,32176.0329168923,1.30726106591172,103.934799737098,103.934799737098,East Coast Lagoon Food Village
0,HOLLAND VILLAGE MARKET & FOOD CENTRE,1,LORONG MAMBONG,HOLLAND VILLAGE MARKET & FOOD CENTRE,1 LORONG MAMBONG HOLLAND VILLAGE MARKET & FOOD CENTRE SINGAPORE 277700,277700,23721.7508704271,32597.3388542421,1.31107297402127,103.794876419662,103.794876419662,Holland Village Market & Food Centre
0,KALLANG ESTATE FRESH MARKET AND FOOD CENTRE,17,OLD AIRPORT ROAD,KALLANG ESTATE FRESH MARKET AND FOOD CENTRE,17 OLD AIRPORT ROAD KALLANG ESTATE FRESH MARKET AND FOOD CENTRE SINGAPORE 397972,397972,33642.3416882437,32185.0303474627,1.30734398370473,103.884017699319,103.884017699319,Kallang Estate Market
0,MARKET & HAWKER CENTRE (BLK 93 TOA PAYOH LORONG 4),93,LORONG 4 TOA PAYOH,MARKET & HAWKER CENTRE (BLK 93 TOA PAYOH LORONG 4),93 LORONG 4 TOA PAYOH MARKET & HAWKER CENTRE (BLK 93 TOA PAYOH LORONG 4) SINGAPORE 310093,310093,29802.316084696,35627.2537689134,1.33847469611073,103.849513448853,103.849513448853,Blk 93 Toa Payoh Lorong 4
0,MARKET & HAWKER CENTRE (BLK 112 JALAN BUKIT MERAH),112,JALAN BUKIT MERAH,MARKET & HAWKER CENTRE (BLK 112 JALAN BUKIT MERAH),112 JALAN BUKIT MERAH MARKET & HAWKER CENTRE (BLK 112 JALAN BUKIT MERAH) SINGAPORE 160112,160112,27186.9811679078,29161.9488235991,1.28000480135122,103.82601329621,103.82601329621,Blk 112 Jalan Bukit Merah
0,CHINATOWN COMPLEX MARKET,335,SMITH STREET,CHINATOWN COMPLEX MARKET,335 SMITH STREET CHINATOWN COMPLEX MARKET SINGAPORE 050335,050335,29097.2327265413,29408.5769859292,1.28223521144332,103.843177640795,103.843177640795,Chinatown Market
0,BEDOK FOOD CENTRE,1,BEDOK ROAD,BEDOK FOOD CENTRE,1 BEDOK ROAD BEDOK FOOD CENTRE SINGAPORE 469572,469572,41595.4345044643,33623.132626934,1.32034716834128,103.955480570427,103.955480570427,Bedok Food Centre
0,MARKET & HAWKER CENTRE (BLK 505 JURONG WEST STREET 52),505,JURONG WEST STREET 52,MARKET & HAWKER CENTRE (BLK 505 JURONG WEST STREET 52),505 JURONG WEST STREET 52 MARKET & HAWKER CENTRE (BLK 505 JURONG WEST STREET 52) SINGAPORE 640505,640505,15215.6998569388,36864.06396823,1.34965729130746,103.718443677825,103.718443677825,Blk 505 Jurong West Street 52
0,NORTH BRIDGE ROAD MARKET,861,NORTH BRIDGE ROAD,NORTH BRIDGE ROAD MARKET,861 NORTH BRIDGE ROAD NORTH BRIDGE ROAD MARKET SINGAPORE 198783,198783,31404.4695041236,31995.9501274824,1.30563433652207,103.863909336656,103.863909336656,North Bridge Road Market & Food Centre
1,NORTH BRIDGE ROAD MARKET AND FOOD CENTRE,861,NORTH BRIDGE ROAD,NORTH BRIDGE ROAD MARKET AND FOOD CENTRE,861 NORTH BRIDGE ROAD NORTH BRIDGE ROAD MARKET AND FOOD CENTRE SINGAPORE 198783,198783,31425.6079072515,32051.9533432834,1.30614080746519,103.864099281276,103.864099281276,North Bridge Road Market & Food Centre
0,MARKET & HAWKER CENTRE (BLK 50A MARINE TERRACE),50A,MARINE TERRACE,MARKET & HAWKER CENTRE (BLK 50A MARINE TERRACE),50A MARINE TERRACE MARKET & HAWKER CENTRE (BLK 50A MARINE TERRACE) SINGAPORE 441050,441050,37172.4173270743,32006.62849053,1.30572973591916,103.915737035334,103.915737035334,Blk 50A Marine Terrace
0,MARKET & HAWKER CENTRE (BLK 4A EUNOS CRESCENT),4A,EUNOS CRESCENT,MARKET & HAWKER CENTRE (BLK 4A EUNOS CRESCENT),4A EUNOS CRESCENT MARKET & HAWKER CENTRE (BLK 4A EUNOS CRESCENT) SINGAPORE 402004,402004,35894.6902620094,33621.1522532944,1.32033126010096,103.904256478426,103.904256478426,Blk 4A Eunos Crescent
0,TEKKA MARKET,665,BUFFALO ROAD,TEKKA MARKET,665 BUFFALO ROAD TEKKA MARKET SINGAPORE 210665,210665,29924.521525288,32055.9468707871,1.30617705325622,103.85061131325,103.85061131325,Tekka Market
0,KOVAN HOUGANG MARKET AND FOOD CENTRE,209,HOUGANG STREET 21,KOVAN HOUGANG MARKET AND FOOD CENTRE,209 HOUGANG STREET 21 KOVAN HOUGANG MARKET AND FOOD CENTRE SINGAPORE 530209,530209,33868.9928905163,37906.1657976005,1.35908384091048,103.886055368064,103.886055368064,Kovan Market & Food Centre
0,MARKET & HAWKER CENTRE (BLK 6 TANJONG PAGAR PLAZA),6,TANJONG PAGAR PLAZA,MARKET & HAWKER CENTRE (BLK 6 TANJONG PAGAR PLAZA),6 TANJONG PAGAR PLAZA MARKET & HAWKER CENTRE (BLK 6 TANJONG PAGAR PLAZA) SINGAPORE 081006,081006,29096.0534556275,28787.0840827785,1.27661464758769,103.843167023188,103.843167023188,Blk 6 Tanjong Pagar Plaza
0,MAXWELL FOOD CENTRE,1,KADAYANALLUR STREET,MAXWELL FOOD CENTRE,1 KADAYANALLUR STREET MAXWELL FOOD CENTRE SINGAPORE 069184,069184,29271.9157984583,29198.0670940131,1.28033142727315,103.844747227479,103.844747227479,Maxwell Food Centre
0,GEYLANG SERAI MARKET,1,GEYLANG SERAI,GEYLANG SERAI MARKET,1 GEYLANG SERAI GEYLANG SERAI MARKET SINGAPORE 402001,402001,35195.9019180359,33222.3878217265,1.31672515005311,103.897977411392,103.897977411392,Geylang Serai Market
